Item Code,Item Name,Standard Rate,Image Name
M02118,"3pcs Container Cache Cafe Color-Tea Sugar Coffee",243.00,M02118.jpg
M02117,"3pcs Container Cache Cafe Transparent-Tea Sugar Coffee",243.00,M02117.jpg
M00707,"CONTAINER XLLENT [2pcs Set-500ml]",201.00,M00707.jpg
M01374,"Solt Paper 3in1 (pla.Cap Set Of 2 )",99.00,M01374.jpg
M01605,"CONTAINER 1200/650/350/250 (4PCS SET)",149.00,M01605.jpg
M01607,"CONTAINER TEA SUGAR COFFE – 2 SECTION",249.00,M01607.jpg
M01604,"Container 2000ml 1200ml 650ml 350ml 250ml ( 5pcs Set )",249.00,M01604.jpg
M00049,"Container Luxury 1100ml 2pcs Set",290.00,M00049.jpg
M02048,"Container Fresh Lock 4 Section 1600ml",199.00,M02048.jpg
M00021,"Container Crystal Clear 1000ml 2pcs Set",299.00,M00021.jpg
M01377,"Spice Set Set Of 3",199.00,M01377.jpg
M00143,"Container 3pcs Set 300/900/1600ml (M)",299.00,M00143.jpg
M00891,"Container Switch 600ml 2pcs Set [C]",249.00,M00891.jpg
M01606,"CONTAINER 3PCS SET 1000/2000/3000",299.00,M01606.jpg
M00894,"Container Switch 3pcs Set 600/600/1100ml [C]",399.99,M00894.jpg
M00893,"Container Switch 1500ml 2pcs Set [C]",349.33,M00893.jpg
M00892,"Container Switch 1100ml 2pcs Set [C]",299.00,M00892.jpg
M01843,"Container 3 Pcs set (700/1400/2100) ML",699.00,M01843.jpg
M01484,"Container Lock&lock 6 Pcs Set (MR)",799.00,M01484.jpg
M01879,"Food Container Crystal (set Of 24) (DK-116)",1499.00,M01879.jpg
M01948,"CONTAINER 11pcs Set (PRINTED)",1199.00,M01948.jpg
M01902,"Spice Rack (set Of 16) (DK-138)",999.00,M01902.jpg
M01566,"Container Set 8pcs Set Printed (1,2,3,5,7,10,500,750ml)",799.00,M01566.jpg
M01424,"Container 1100 Ml Airtite Mitron (set Of 6)",599.00,M01424.jpg
M01974,"Swastik 2pcs Combo Set (nek)",999.00,M01974.jpg
M01878,"Food Container Crystal (set Of 18) (DK-115)",999.00,M01878.jpg
M00813,"Container Lock & Lock (1100 ml) Set of 6",699.00,M00813.jpg
M00519,"Porteble Telescopic Chair.",999.00,M00519.jpg
M01916,"Container Moduler (6 Pcs Set) (1100 Ml)",599.00,M01916.jpg
M01845,"Container Lock & Lock Glass Type 3pcs Set",699.00,M01845.jpg
M00814,"Container Pet Set Of 6 (1100 Ml)",499.00,M00814.jpg
M01846,"Container Lock & Lock Diamond 1200ml 6 pcs set",599.00,M01846.jpg
M01376,"Container Tower Set Of 9",499.00,M01376.jpg
M01914,"Container Liner (6 Pcs Set) (1100 Ml)",599.00,M01914.jpg
M01383,"Container Cristal 24pcs Set",699.00,M01383.jpg
M01847,"Container Lock & Lock Diamond 750 Ml 6 pcs set",499.00,M01847.jpg
M00509,"16 Pc Jar Spice Rack.",999.00,M00509.jpg
M00518,"Multipurpose Foldebal Basket.",499.00,M00518.jpg
M01877,"Food Container Crystal (set Of 12pcs) (DK-114)",499.00,M01877.jpg
M01565,"Container Set 3pcs Printed Set 5,7,10 Kg",399.00,M01565.jpg
M00711,"CONTAINER RAJWADI JAR [4pcs Set]",325.95,M00711.jpg
M00513,"6 Jar Spice Stand.",499.00,M00513.jpg
M00362,"PAN DAN S.S.",499.00,M00362.jpg
M00469,"Container Tranferant (3.5 LTR).",499.00,M00469.jpg
M00512,"6 Pc Jar Spice Rack",499.00,M00512.jpg
M01913,"Container Liner (6 Pcs Set) (500ml)",499.00,M01913.jpg
M01915,"Container Modular (6 Pcs Set) (500 Ml)",499.00,M01915.jpg
M01479,"Container Kitket 4 Pcs Set",299.00,M01479.jpg
M01468,"Container Fish 3 Pcs Combo (2500ml 1 Pc/ 1200 Ml 2 Pcs)",299.00,M01468.jpg
M01360,"Spice Rack 3 In1 Round (6)Jar",399.00,M01360.jpg
M00354,"Fridge Storage Container (6 pcs set)",499.00,M00354.jpg
M01631,"Container 5 Pcs Apple (j.K) 500/1000/1700/2500/5000 ML.",449.00,M01631.jpg
M00516,"Rajwadi Charpai Pickle Set.",499.00,M00516.jpg
M00514,"5 Pc Dining Set.",499.00,M00514.jpg
M00780,"CONTAINER ETCHING 6pcs Set [1100ml]",395.99,M00780.jpg
M01612,"CONTAINER Lock & Lock 3 PCS SET 1600/900/300 Ml",399.00,M01612.jpg
M00815,"Container Lick & Lock Set Of 3 (800 Ml",599.00,M00815.jpg
M01489,"Container Feel Fresh 2000 Ml",250.00,M01489.jpg
M01876,"Food Container Fitjresh (set Of 5) (DK-113)",399.00,M01876.jpg
M01320,"Container Rectangle 500/1000/1500 (3-pcs Set)-(Hetal)",399.00,M01320.jpg
M00870,"CONTAINER FRIDGE SQUARE [1200 Ml]",387.99,M00870.jpg
M01488,"Container Feel Fresh 1500 Ml",259.00,M01488.jpg
M01875,"Food Container Sliking (set Of 5) (DK-112)",399.00,M01875.jpg
M01313,"Container Sonet 1000/2000/3000 Ml 3 Pcs Set(lexus)",199.00,M01313.jpg
M01703,"Container Smart 1500/750/300 Ml Air Tight (harsh)",299.00,M01703.jpg
M00511,"8 Pc Jar Spice Rack",499.00,M00511.jpg
M00762,"CONTAINER FOOD SAVER PRINTED [5pcs Set]",238.47,M00762.jpg
M02037,"Container 3 Pcs Set (500 Ml/ 1000 Ml/ 2500 Ml)",200.00,M02037.jpg
M01487,"Container Feel Fresh 1200 Ml",199.00,M01487.jpg
M00759,"CONTAINER FOOD FRESH printed [3pcs Set]",196.52,M00759.jpg
M01850,"Food Container Airtight 1100ml (2 PCS SET)",299.00,M01850.jpg
M00715,"KITCHEN BOX [8 Pcs Set]",188.47,M00715.jpg
M02047,"Basket Storage 3pcs Set",199.00,M02047.jpg
M00709,"CONTAINER XLLENT [2pcs Set-900ml]",235.99,M00709.jpg
M00764,"CONTAINER FOOD SAVER [4pcs Set]",222.19,M00764.jpg
M00758,"CONTAINER SMART [4pcs Set]",224.01,M00758.jpg
M00765,"CONTAINER STORE KING [1000/2000/3000ml]",217.29,M00765.jpg
M01571,"CONTAINER 3 PC SET OPEX",249.00,M01571.jpg
M01660,"Container 1400 Ml Airtight (sw)",299.00,M01660.jpg
M00515,"2 By 2 Pickle Set.",499.00,M00515.jpg
M00710,"CONTAINER RAJWADI JAR [2pcs Set]",168.48,M00710.jpg
M01317,"Container Liquid Round 5pcs – 110/160/210/400/500-(hetal)",299.00,M01317.jpg
M00807,"CONTAINER STORE QUEEN LOCKET 3pcs Set 800/1700/3000ML",249.50,M00807.jpg
M00712,"CONTAINER ROYAL JAR [2pcs Set]",182.19,M00712.jpg
M00757,"CONTAINER KITCHEN KING [4pcs Set]",210.78,M00757.jpg
M00751,"CONTAINER 3 PCS SET [600,1200,1800ml]",243.36,M00751.jpg
M01318,"Container Round 500/1000/1500-(3pcs Set)-(Hetal)",249.00,M01318.jpg
M01319,"Container Lock& Lock-3 Pcs (500/1000/1500)-(hetal)",299.00,M01319.jpg
M01316,"Container Beauty Fresh 250/750/1500ml (3pcs Set) (lexus)",299.00,M01316.jpg
M01336,"Container Squre 500/1000/1500-3pcs Set(hetal)",249.00,M01336.jpg
M00750,"CONTAINER 4 SECTION [2.3 Liter]",210.78,M00750.jpg
M01460,"Spice Jar Set 2 Pcs Set (sp)",149.00,M01460.jpg
M01486,"Container Feel Fresh 800 Ml",199.00,M01486.jpg
M01851,"Food Container Airtight 650ml (2pcs SET)",199.00,M01851.jpg
M01883,"Multipurpose Storage Box (DK-119)",199.00,M01883.jpg
M01314,"Container Beauty Fresh 2000/1000/500 Ml 3 Pcs Set (lexus)",199.00,M01314.jpg
M01639,"Medical Box (Box Packing)",199.00,M01639.jpg
M01649,"Container 4 Section",199.00,M01649.jpg
M01287,"Masala Box Round leaning",599.00,M01287.jpg
M00716,"CONTAINER KIT KAT [2 Pcs Set]",201.00,M00716.jpg
M00097,"Color MASALA KIT",199.00,M00097.jpg
M00760,"CONTAINER CANDY [3pcs Set]",194.48,M00760.jpg
M01307,"PANEER MAKER GE105",149.00,M01307.jpg
M00133,"GALAXY CONTAINER SET 4 Pcs.",999.00,M00133.jpg
M01956,"Container Store Well 4 PCS Set (250ML, 450ML, 800ML, 1000ML)",199.00,M01956.jpg
M01312,"Container Airtight Handi 2 Pcs Set (lexus)",149.00,M01312.jpg
M00806,"CONTAINER STORE FRESH LOCKET 3pcs Set 250/500/1000ML",281.81,M00806.jpg
M00571,"Crystal Ice Cream Cup (6pcs Set)",129.00,M00571.jpg
M00816,"Container Fish (Set of 2)",299.00,M00816.jpg
M01485,"Container Feel Fresh 300 Ml",149.00,M01485.jpg
M00706,"CONTAINER MATUKI SHAPE [2pcs Set]",184.71,M00706.jpg
M01704,"Container Brade Storage 2000 ml (vr) 1 PCS",160.00,M01704.jpg
M01432,"Container Fuzion (4 Pcs Set) (1200/650/350/250Ml)",149.00,M01432.jpg
M01998,"Container Multipurpose 5 Section",199.00,M01998.jpg
M00714,"KITCHEN BOX [4 Pcs Set]",94.94,M00714.jpg
M01931,"Container Skail Cap (lexus) (1200 Ml)",199.00,M01931.jpg
M00227,"Spice Box Multipurpose (with 7cup And Spoon)",199.00,M00227.jpg
M00488,"Spice Box White.",199.00,M00488.jpg
M00708,"CONTAINER XLLENT [1pcs-900ml]",96.80,M00708.jpg
M01382,"Container Plastic Cap 2000ml",99.00,M01382.jpg
M01384,"Container Squre 1100 Ml Printed (1) Pcs",130.00,M01384.jpg
M01434,"Container Hexagon 1100 Ml",99.00,M01434.jpg
M01910,"Container Circular with Mandala Design (S.P.)",99.00,M01910.jpg
M01367,"Container Squre 1100 Ml (1) Pcs",99.00,M01367.jpg
M00705,"CONTAINER MATUKI SHAPE [1pcs]",89.99,M00705.jpg
M01650,"CONTAINER Lock & Store Container Looz (600 ML)",99.00,M01650.jpg
M01648,"Silicon Cap Smiley",29.00,M01648.jpg
M01651,"Lock & Store Container Looz (900 ML)",99.00,M01651.jpg
